Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,Sale Year,Sale Month,geocode_query,geocode_status,latitude,longitude
2016-04-08,"18 THE WILLOWS, OAKLEIGH WOOD, TULLA RD",Clare,,282500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4,"18 THE WILLOWS, OAKLEIGH WOOD, TULLA RD, Clare",ok,52.858036,-8.966792
2016-10-25,"THE PRESBYTERY, OLDTOWN, DUBLIN",Dublin,,390000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10,"THE PRESBYTERY, OLDTOWN, DUBLIN",no_result,,
2016-02-12,"29 STOCKING WELL ROW, STOCKING AVE, RATHFARNHAM DUBLIN 16",Dublin,,220500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2,"29 STOCKING WELL ROW, STOCKING AVE, RATHFARNHAM DUBLIN 16",no_result,,
2016-03-24,"5 JAMES GATE, JAMES ST, WATERFORD",Waterford,,50000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3,"5 JAMES GATE, JAMES ST, WATERFORD",no_result,,
2016-11-30,"28 CARNEGIE COURT, NORTH ST, SWORDS",Dublin,,170000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"28 CARNEGIE COURT, NORTH ST, SWORDS, Dublin",no_result,,
2016-04-15,"84 NEWCOURT RD, BRAY, WICKLOW",Wicklow,,600000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4,"84 NEWCOURT RD, BRAY, WICKLOW",ok,53.194667,-6.095044
2016-10-27,"92 GRATTAN LODGE, DONAGHMEDE, DUBLIN 13",Dublin,,357000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10,"92 GRATTAN LODGE, DONAGHMEDE, DUBLIN 13",ok,53.39367,-6.159305
2016-09-23,"CLONMORE COURT, APT 3 OLD BALLYMUN RD, GLASNEVIN DUBLIN 9",Dublin,,250500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9,"CLONMORE COURT, APT 3 OLD BALLYMUN RD, GLASNEVIN DUBLIN 9",no_result,,
2016-02-05,"THE RED DOOR COTTAGE, LISTMINTON, BALINTRA",Donegal,,92500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2,"THE RED DOOR COTTAGE, LISTMINTON, BALINTRA, Donegal",no_result,,
2016-07-22,"SUNSET VIEW, CLASHACOLLAIRE, KILKENNY ROAD",Kilkenny,,130500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7,"SUNSET VIEW, CLASHACOLLAIRE, KILKENNY ROAD",no_result,,
2016-05-27,"5 Fforster Terrace, Lucan",Dublin,,259912.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,5,"5 Fforster Terrace, Lucan, Dublin",ok,53.348148,-6.426518
2016-06-22,"5 Sundays Well, Bracken Park, Carpenterstown",Dublin,,259911.89,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,6,"5 Sundays Well, Bracken Park, Carpenterstown, Dublin",no_result,,
2016-02-04,"APT 2, 2 BAILEYS NEW ST, WATERFORD",Waterford,,30000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2,"APT 2, 2 BAILEYS NEW ST, WATERFORD",ok,52.260559,-7.105796
2016-06-01,"Cliff Road, Ballyheigue",Kerry,,66000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,6,"Cliff Road, Ballyheigue, Kerry",no_result,,
2016-12-19,"HAZELDENE, BALLINANEESHAGH, WATERFORD",Waterford,,310000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12,"HAZELDENE, BALLINANEESHAGH, WATERFORD",no_result,,
2016-03-04,"APT 3 HUMPHREYS PAROCHIAL HALL, TOWNS PARK, BALLYHAISE",Cavan,,14250.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3,"APT 3 HUMPHREYS PAROCHIAL HALL, TOWNS PARK, BALLYHAISE, Cavan",no_result,,
2016-02-26,"21 ROSEMOUNT, THURLES, CO TIPPERARY",Tipperary,,300000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2,"21 ROSEMOUNT, THURLES, CO TIPPERARY",ok,52.667549,-7.811047
2016-06-10,"19 Dalriada Walk, Knocklyonne, Dublin 16",Dublin,,339977.83,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,2016,6,"19 Dalriada Walk, Knocklyonne, Dublin 16",ok,53.271148,-6.32742
2016-11-16,"7 CAHEROYAN DR, ATHENRY, GALWAY",Galway,,115000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"7 CAHEROYAN DR, ATHENRY, GALWAY",ok,53.303695,-8.741368
2016-06-03,"B1 EDEN HALL, MODEL FARM RD, CORK",Cork,,125000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6,"B1 EDEN HALL, MODEL FARM RD, CORK",no_result,,
2016-07-12,"MOORPARK, BIRR, COUNTY OFFALY",Offaly,,112000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7,"MOORPARK, BIRR, COUNTY OFFALY",no_result,,
2016-08-18,"SPRINGMOUNT COTTAGE, WOOD RD CLONLARA, CLARE",Clare,,227000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8,"SPRINGMOUNT COTTAGE, WOOD RD CLONLARA, CLARE",no_result,,
2016-08-12,"39 ABBEY COURT, LIMERICK RD, ENNIS",Clare,,155000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8,"39 ABBEY COURT, LIMERICK RD, ENNIS, Clare",no_result,,
2016-06-02,"SHANAVALLA, BALLYMACELLIGOTT, TRALEE",Kerry,,137000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6,"SHANAVALLA, BALLYMACELLIGOTT, TRALEE, Kerry",no_result,,
2016-07-20,"21 ROSEHILL, OCALLAGHAN STRAND, LIMERICK",Limerick,,260000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7,"21 ROSEHILL, OCALLAGHAN STRAND, LIMERICK",no_result,,
2016-04-05,"1 COURT VIEW, ROSCOMMON, ROSCOMMON",Roscommon,,118000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2016,4,"1 COURT VIEW, ROSCOMMON, ROSCOMMON",ok,53.629936,-8.192355
2016-11-01,"8 MEADOWBROOK, TRAMORE, WATERFORD",Waterford,,196000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"8 MEADOWBROOK, TRAMORE, WATERFORD",ok,52.166027,-7.163121
2016-05-12,"8 WOODHAVEN, MERLIN PARK, GALWAY",Galway,,300000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5,"8 WOODHAVEN, MERLIN PARK, GALWAY",no_result,,
2016-01-11,"23 FRENCHPARK, ORANMORE, GALWAY",Galway,,125000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1,"23 FRENCHPARK, ORANMORE, GALWAY",ok,53.268582,-8.920565
2016-12-15,"31 RAVENSWOOD VIEW, CLONEE, DUBLIN 15",Dublin,,170000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12,"31 RAVENSWOOD VIEW, CLONEE, DUBLIN 15",ok,53.394344,-6.426644
2016-08-29,"25 CALTRAGH HEIGHTS, CALTRAGH, SLIGO",Sligo,,132000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8,"25 CALTRAGH HEIGHTS, CALTRAGH, SLIGO",ok,54.259857,-8.474869
2016-03-21,"19 Abbey Court, Ballina",Mayo,,67841.4,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,3,"19 Abbey Court, Ballina, Mayo",ok,54.111019,-9.147352
2016-10-28,"3 THE SPIRES, INNISHANNON, CORK",Cork,,455000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10,"3 THE SPIRES, INNISHANNON, CORK",ok,51.766643,-8.660627
2016-04-08,"BALLYMORRIS RD, PORTARLINGTON, LAOIS",Laois,,135000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4,"BALLYMORRIS RD, PORTARLINGTON, LAOIS",no_result,,
2016-11-01,"59 Carrigweir, Tuam",Galway,,116775.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,11,"59 Carrigweir, Tuam, Galway",ok,53.515407,-8.861914
2016-09-15,"4 ARD NA GREINE, CELBRIDGE ROAD, MAYNOOTH",Kildare,,528634.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,2016,9,"4 ARD NA GREINE, CELBRIDGE ROAD, MAYNOOTH, Kildare",ok,53.368389,-6.576539
2016-01-25,"broomfield, midleton",Cork,,46000.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,2016,1,"broomfield, midleton, Cork",no_result,,
2016-10-28,"139 THE COURT, DUNBOYNE CASTEL, DUNBOYNE",Meath,,151500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10,"139 THE COURT, DUNBOYNE CASTEL, DUNBOYNE, Meath",no_result,,
2016-04-27,"11 ATHLUMNEY VILLAS, RANELAGH, DUBLIN",Dublin,,275000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4,"11 ATHLUMNEY VILLAS, RANELAGH, DUBLIN",ok,53.32946,-6.260829
2016-02-19,"152 HEATHER HILL DOWNS, GRAIGUECULLEN, CARLOW",Laois,,158500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2,"152 HEATHER HILL DOWNS, GRAIGUECULLEN, CARLOW, Laois",ok,52.844066,-6.94704
2016-10-26,"11 EASTLY COURT COLLEGE WOOD, MALLOW, CORK",Cork,,175000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10,"11 EASTLY COURT COLLEGE WOOD, MALLOW, CORK",ok,52.131107,-8.625742
